course_name;test_type;question_id;question_content;choice_content;correct_answer
1;اختبار لاحق;1;أي مما يلي يمكن أن يصبح من تطبيقات الذكاء الاصطناعي: (1). مرشحات الوجه في منصات التواصل الاجتماعي (2). التعرف على الوجوه (3). التوصية بالمحتوى (4). ترجمة اللغات (5). التعرف على المشاعر (6). الترجمة إلى الإنجليزية;أ: (1)(2)(3)(4)، ب: (1)(2)(3)(4)(5)، ج: (1)(2)(3)(4)(6)، د: (1)(2)(3)(4)(5)(6);د
1;اختبار لاحق;2;يستخدم الذكاء الاصطناعي في مرشحات الوجوه عبر وسائل التواصل الاجتماعي من خلال تحديد [ ] على وجه الشخص.;أ: العيون، ب: النقاط الأساسية، ج: الخطوط الأساسية، د: الأشكال الأساسية;ب
1;اختبار لاحق;3;في خمسينيات القرن الماضي، اقترح [ ] إمكانية وجود “آلة قادرة على التفكير”.;أ: يان لوكون، ب: جيفري هينتون، ج: آلان تورينغ، د: يوشوا بنجيو;ج
1;اختبار لاحق;4;كم مرة حدث ما يعرف بـ“شتاء الذكاء الاصطناعي” خلال الفترة الممتدة من الخمسينيات إلى العقد 2010م (60 سنة)؟;أ: 2، ب: 3، ج: 4، د: 5;أ
1;اختبار لاحق;5;خلال الفترة من الثمانينيات إلى التسعينيات، أسهمت [ ]، تلاها شتاء الذكاء الاصطناعي الثاني، في الوصول إلى النجاح.;أ: الآلات القادرة على التفكير، ب: الأنظمة الخبيرة، ج: تعلم الآلة، د: المساعدون الافتراضيون الرقميون;ب
1;اختبار لاحق;6;من تسعينيات إلى أوائل الألفية، حصل [ ] على مزيد من التطور بفضل التقدم في الموارد الحاسوبية والمكونات المادية.;أ: الأنظمة الخبيرة، ب: تعلم الآلة، ج: المساعدون الافتراضيون الرقميون، د: منصات المحادثة;ب
1;اختبار لاحق;7;أي مما يلي يعد من المساعدين الافتراضيين الرقميين؟ (1). أليكسا  (2). سيري  (3). مساعد غوغل ;أ: (1)(2)(3)، ب: (1)(3)، ج: (2)(3)، د: (1)(2);أ
1;اختبار لاحق;8;أي مما يلي صحيح؟;أ: الصعوبات التي واجهت تقدم الذكاء الاصطناعي في سبعينيات القرن الماضي أدت إلى حدوث شتاء الذكاء الاصطناعي الأول، ب: تطور الذكاء الاصطناعي سريعا حتى خلال شتائه الأول بفضل تطور الموارد الحاسوبية والمكونات المادية القوية. ج: تعمل أنظمة تعلم الآلة ضمن مجال معرفي محدد بدقة وتتبع قواعد منطقية صارمة، د: المساعدون الافتراضيون الرقميون اليوم يمتلكون القدرة نفسها التي يمتلكها البشر;أ
1;اختبار لاحق;9;يمكن الذكاء الاصطناعي الحواسيب من حل المشكلات عبر إجراء [ ] واتخاذ القرارات.;أ: افتراضات ب: تنبؤات ج: ملاحظات د: اختبارات;ب
1;اختبار لاحق;10;يمكن لتعلم الآلة أن يعلم الحواسيب حل المشكلات من خلال التعلم من مجموعات من [ ].;أ: مجموعات البيانات، ب: المشكلات، ج: الحواسيب الأخرى، د: سلوكيات المستخدمين;أ
1;اختبار لاحق;11;أي مما يلي يعد صحيحا في وصف العلاقة بين علوم الحاسوب والذكاء الاصطناعي وتعلم الآلة؟;أ: الذكاء الاصطناعي جزء من تعلم الآلة، وكلاهما جزء من علوم الحاسوب، ب: تعلم الآلة جزء من الذكاء الاصطناعي، وكلاهما جزء من علوم الحاسوب، ج: علوم الحاسوب جزء من تعلم الآلة، وكلاهما جزء من الذكاء الاصطناعي، د: تعلم الآلة مساو للذكاء الاصطناعي، وكلاهما جزء من علوم الحاسوب;ب
1;اختبار لاحق;12;أي مما يلي يُمثّل الأنواع الثلاثة لتعلم الآلة؟;أ: التعلم التمثيلي والتعلم الوصفي والتعلم المعزز، ب: التعلم الموجه والتعلم غير الموجه والتعلم التمثيلي، ج: التعلم المعزز والتعلم الموجه والتعلم غير الموجه، د: هندسة الخصائص والتعلم التبايني والتعلم التمثيلي;ج
2;اختبار لاحق;1;التعلم الموجه يعنى بتعلم [ ] تربط بين [ ] و[ ] بالاعتماد على مجموعة من الأمثلة المزدوجة.;أ: المخرجات - دالة - المدخلات، ب: دالة - المدخلات - المخرجات، ج: المخرجات - المدخلات - دالة، د: المدخلات - دالة - المخرجات;ب
2;اختبار لاحق;2;أي مما يلي صحيح؟;أ: البيانات المصنفة ضرورية في التعلم الموجه، ب: قد تكون البيانات المصنفة اختيارية في التعلم الموجه، ج: تختلف الحاجة إلى البيانات المصنفة بحسب طبيعة المهام في التعلم الموجه، د: لم تذكر المحاضرة أي معلومات عن البيانات المصنفة;أ
2;اختبار لاحق;3;لنفترض أننا سنحدد اسم الفاكهة من صورتها باستخدام التعلم الموجه. أي مما يلي خاطئ؟;أ: تعد الصورة هي المدخل، ب: يعد اسم الفاكهة هو التصنيف، ج: لا تستطيع نماذج التعلم الموجه التنبؤ بصورة لم تشاهد من قبل، د: ستتعلم نماذج التعلم الموجه العلاقة بين الصور وأسماء الفواكه;ج
2;اختبار لاحق;4;أي من المهام التالية لا يعد من مهام التعلم الموجه؟;أ: نظام يتعلم التمييز بين الصور ذات الفئات المعروفة مثل السيارات أو الدراجات، ب: اكتشاف السلوك الشاذ في أداء المحركات بالاعتماد على بيانات كبيرة لسرعة التشغيل، ج: تحديد ما إذا كان مقطع صوتي يعود إلى مستخدم معين باستخدام بيانات تدريب مصنفة، د: التعرف على الأنشطة البشرية اعتمادا على بيانات الحركة وقائمة الأنشطة;ب
2;اختبار لاحق;5;نفترض أننا سنحدد تصنيف فاكهة ما اعتمادا على سماتها. عندها تكون الفئة هي [ ]، وتكون السمات هي [ ].;أ: التصنيف - الخصائص، ب: المدخل - المخرج، ج: المخرج - الدالة، د: التصنيف - الدالة;أ
2;اختبار لاحق;6;نفترض أننا سنحدد اسم الفاكهة من صورتها. فأي الخصائص الآتية يمكن استخراجها من الصور لغرض التنبؤ؟ (1) اللون (2) الشكل (3) الملمس (4) السطوع (5) الوزن (6) الرائحة (7) الطعم;أ: (1)(2)(3)(4), ب: (1)(2)(3)(7), ج: (1)(2)(3)(4)(5)(6), د: (1)(2)(3)(4)(5)(6)(7);أ
2;اختبار لاحق;7;في مهمة تصنيف الفواكه، يعود سبب إمكانية التعرف على كل فئة على حدة إلى أن الفواكه من الفئة نفسها تكون [ ] فيما بينها.;أ: متماثلة، ب: متشابهة، ج: قابلة للتمييز، د: مختلفة تماما;ب
2;اختبار لاحق;8;أي مما يلي خاطئ؟;أ: في مهمة التمييز بين التفاح والبرتقال سيكون اللون خاصية مفيدة لأن نوعي الفاكهة يختلفان في اللون، ب: في مهمة التمييز بين التفاح والكمثرى قد لا يكون الشكل خاصية موثوقة لأن النوعين قد يكون لهما شكل متشابه، ج: في مهمة التمييز بين التفاح والكمثرى ينبغي أن تكون الخصائص المفيدة متشابهة داخل جميع ثمار التفاح، د: في مهمة التمييز بين التفاح والكمثرى ينبغي أن تكون الخصائص المفيدة متشابهة بين التفاح والكمثرى;د
2;اختبار لاحق;9;هدف نماذج التعلم الموجه هو [ ] الفارق بين المخرج الناتج والتصنيف الحقيقي.;أ: زيادة، ب: تقليل، ج: تكرار، د: فحص;ب
2;اختبار لاحق;10;في مهمة تصنيف الفواكه إذا كانت قيمة الخصائص هي (1 و 2) وكان النموذج الموجه يعرف بالمعادلة ص = 1 + س1 + س2 فالناتج يكون [ ].;أ: 4، ب: 3، ج: 2، د: 1;أ
2;اختبار لاحق;11;في مهمة التعرف على الفاكهة ولنفترض أن الخصائص المفيدة هي اللون والشكل. أي مما يلي خاطئ؟;أ: الفاكهة ذات الألوان المختلفة ستمثل بقيم مختلفة، ب: الفاكهة ذات الأشكال المختلفة ستمثل بقيم مختلفة، ج: تتعلم نماذج التعلم الموجه العلاقة بين الخصائص والتصنيفات في مهمة التعرف على الفاكهة، د: هدف نماذج التعلم الموجه هو تعلم الفارق بين الخصائص والتصنيفات في مهمة التعرف على الفاكهة;د
3;اختبار لاحق;1;التعلم غير الموجه يهدف إلى تحليل وتجميع مجموعات البيانات الـ[ ] من خلال تعلم الأنماط الموجودة بينها.;أ: المصنفة، ب: غير المصنفة، ج: المجمعة مسبقا، د: المتوازنة;ب
3;اختبار لاحق;2;أي من المهام الآتية يعد مشكلة تعلم غير موجه؟;أ: يقوم الحاسوب بحساب أرقام العدد ط وهو ثابت رياضي يقارب 3.14، ب: يتعلم نظامٌ ما التمييز بين الصور ذات الفئات المعروفة مثل السيارات أو الدراجات، ج: يستطيع نظام أمني كشف تدفّق بيانات متسلّل يختلف عن النمط الطبيعي، د: برنامج الشطرنج ينافس اللاعب ويتحسّن أداؤه تدريجيًا;ج
3;اختبار لاحق;3;أي مما يلي خاطئ؟;أ: يحتاج التعلم الموجه إلى وجود معلم يقدم للنظام الإجابة الصحيحة، ب: يمكن للتعلم غير الموجه أن يتعلم مباشرة من الأمثلة مع وجود الإجابة الصحيحة، ج: تدريب نموذج للتعرف على تصنيفات الفاكهة من صور الفاكهة مع وجود التصنيفات هي مهمة تعلم موجه، د: تدريب نموذج لتمييز مجموعات الفاكهة من صورها دون وجود تصنيفات هي مهمة تعلم غير موجه.;ب
3;اختبار لاحق;4;يعني كشف الشذوذ التعرف على العناصر أو الأحداث أو الملاحظات التي تكون [ ] وتنحرف بدرجة كبيرة عن [ ] البيانات، ولا تتوافق مع السلوك [ ].;أ: نادرة - الأقلية - الطبيعي، ب: نادرة - الأغلبية - الطبيعي، ج: كثيرة - الأقلية - التقليدي، د: كثيرة - الأغلبية - التقليدي;ب
3;اختبار لاحق;5;الغاية من عملية كشف الشذوذ هي [ ] المخاطر/التكاليف المصاحبة للنتائج الإيجابية والسلبية التي تكون [ ].;أ: تقليل - صحيحة، ب: تقليل - كاذبة، ج: زيادة - صحيحة، د: زيادة - كاذبة;ب
3;اختبار لاحق;6;قام نظام كشف الشذوذ بتصنيف العينات التالية. أي عينة تعد إيجابية كاذبة؟ التوقعات: إيجابي (العينة 1) - إيجابي (العينة 2) - سلبي (العينة 3) - سلبي (العينة 4) - سلبي (العينة 5). الواقع الفعلي: سلبي (العينة 1) - إيجابي (العينة 2) - سلبي (العينة 3) - سلبي (العينة 4) - إيجابي (العينة 5).;أ: العينة 1، ب: العينة 2، ج: العينة 3، د: العينة 5;أ
3;اختبار لاحق;7;أي مما يلي لا يعد مثالا على كشف الشذوذ؟;أ: تقييم الحالة التشغيلية للآلة لمعرفة إن كانت طبيعية من خلال سجلاتها، ب: تحديد ما إذا كان تقلب السهم غير اعتيادي باستخدام المنحنى المالي، ج: استنتاج مدى سعادة طفل من صورته، د: التفريق بين الوضع الطبيعي والوضع غير الطبيعي لمحرك بالاعتماد على بيانات تشغيله;ج
3;اختبار لاحق;8;أي مما يلي خاطئ؟;أ: يهدف التعلم الموجه إلى تقليل الفارق بين المخرجات المحسوبة والتصنيفات الحقيقية، ب: يهدف التعلم غير الموجه إلى العثور على مجموعات مختلفة داخل البيانات دون استخدام تصنيفات، ج: يعد كشف الشذوذ أحد نماذج التعلم غير الموجه، د: يهدف كشف الشذوذ إلى اكتشاف السلوكيات التقليدية داخل مجموعة البيانات;د
3;اختبار لاحق;9;التجميع هو مشكلة في تعلم الآلة تهدف إلى جمع البيانات التي تمتلك [ ].;أ: خصائص متشابهة، ب: تصنيفات متشابهة، ج: خصائص مختلفة، د: تصنيفات مختلفة;أ
3;اختبار لاحق;10;أي مما يلي لا يعد مثالا على التجميع؟;أ: العثور على أمراض محتملة من كمية كبيرة من صور طبية دون وجود تصنيفات، ب: تجميع بيانات الأنشطة البشرية للحصول على مجموعات مختلفة، ج: تقسيم مجموعة صور الوجوه البشرية إلى عدة مجموعات تحتوي على خصائص محددة، د: التنبؤ بمشاعر المستخدم من بيانات تحتوي على صورة وجهه وحالته الشعورية;د
3;اختبار لاحق;11;أي مما يلي خاطئ؟;أ: لا يحتوي التجميع على تصنيف محدد يمكن بواسطته تحديد ما إذا كانت النتيجة صحيحة أم لا، ب: يعد التجميع نوعا من نماذج تعلم الآلة، ج: يستطيع التجميع اكتشاف الارتباطات أو الخصائص المحتملة في مجموعة البيانات تلقائيا، د: يعد التجميع نموذجا آخر من نماذج التعلم الموجه مقارنة بكشف الشذوذ;د
4;اختبار لاحق;1;رؤية الحاسوب هي فرع من علوم الحاسوب يركز على إنشاء أنظمة رقمية تستطيع معالجة وتحليل وفهم [ ] بالطريقة نفسها التي يفهمها بها الإنسان.;أ: الصور، ب: المقاطع المرئية، ج: الصوت، د: الصور أو المقاطع المرئية;د
4;اختبار لاحق;2;أي مما يلي قد يستخدم تقنيات رؤية الحاسوب؟ (1) استخدام كاميرا لفحص المشكلات المحتملة على سطح المنتجات (2) تقدير مدى نضارة التفاح من الصور (3) تقدير ما إذا كانت السيارة تتجاوز السرعة باستخدام كاميرا (4) تحديد ما إذا كان مقطع صوتي صدر من شخص معين;أ: (1)(2)(3)، ب: (1)(2)(4)، ج: (2)(3)(4)، د: (1)(2)(3)(4);أ
4;اختبار لاحق;3;تم تطوير أول تقنية لمسح الصور بالحاسوب في فترة [ ].;أ: الأربعينيات، ب: الستينيات، ج: الثمانينيات، د: التسعينيات;ب
4;اختبار لاحق;4;حاول [ ] إجراء عملية التجميع الإدراكي سنة 1997.;أ: يان لوكون، ب: جيفري هينتون، ج: آلان تورينغ، د: يوشوا بنجيو;أ
4;اختبار لاحق;5;حدثت نقلة نوعية في مجال رؤية الحاسوب بجامعة تورونتو عام 2012، إذ حققت معدل خطأ بلغ [ ] في تصنيف الصور.;أ: 6.4%، ب: 10.4%، ج: 12.4%، د: 16.4%;د
4;اختبار لاحق;6;في عام 2006، أطلق مشروع [ ] لتزويد الباحثين ببيانات معيارية للتنافس في مهمة تصنيف الصور.;أ: قاعدة بيانات المعهد الوطني للمعايير والتكنولوجيا المعدلة، ب: باسكال فوك، ج: سيفار، د: مسح الصور;ب
4;اختبار لاحق;7;أي مما يلي خاطئ؟;أ: في الستينيات عرض أخصائيو الأعصاب على قطة مجموعة من الصور في محاولة لربط ذلك باستجابة دماغها، ب: استخدمت أول تقنية لمسح الصور بالحاسوب لعرض صورة لرضيع، ج: يتطلب نظام رؤية الحاسوب الكامل وجود حاسوب لمعالجة بيانات الصور بالإضافة إلى جهاز استشعار لالتقاط الإشارات (البيانات) المدخلة، د: إذا استطاع نظام رؤية حاسوبي تحقيق دقة أعلى من البشر في تصنيف الصور فهذا يعني أن ذكاءه يتفوق على الذكاء البشر;د
4;اختبار لاحق;8;أي من الآتي يعد من المهام الشائعة في رؤية الحاسوب؟ (1) تصنيف الصور (2) تتبّع الصورة (3) تحديد موقع الكائن داخل الصورة (4) كشف الكائنات (5) تتبع الكائنات;أ: (1)(2)(4)(5)، ب: (1)(2)(3)(5)، ج: (1)(3)(4)(5)، د: (1)(2)(3)(4)(5)(6);ج
4;اختبار لاحق;9;أيُ الخيارات التالية أقرب إلى مهمة تصنيف الصور؟;أ: الحكم على ما إذا كانت الصورة المدخلة صورة تفاحة، ب: العثور على كائنات مختلفة داخل الصورة المدخلة، ج: العثور على كائن محدد داخل الصورة المدخلة، د: تقدير عدد الكلاب في الصورة المدخلة;أ
4;اختبار لاحق;10;يرغب توم في تتبع حركة كلب داخل صورة. أي التقنيات التالية قد تساعده؟ (1) تصنيف الصور (2) تتبع الصورة (3) تحديد موقع الكائن داخل الصورة (4) كشف الكائنات (5) تتبع الكائنات;أ: (1)(5)، ب: (4)(5)، ج: (1)(4)(5)، د: (3)(4)(5);د
4;اختبار لاحق;11;يرغب توم في عد عدد التفاح والكلاب داخل صورة. أي التقنيات التالية من الضروري استخدامها؟ (1) تصنيف الصور (2) تتبع الصورة (3) تحديد موقع الكائن داخل الصورة (4) كشف الكائنات (5) تتبع الكائنات;أ: (4)، ب: (4)(5)، ج: (3)(4)، د: (1)(4);أ
4;اختبار لاحق;12;أي مما يلي خاطئ؟;أ: تعامل الصورة في رؤية الحاسوب كمصفوفة، ب: أصغر وحدة في الصورة في مجال رؤية الحاسوب هي البكسل، ج: يمكن أن تمثل مصفوفة الصورة اللون أو الشفافية أو السطوع وغير ذلك، د: يمثل كل بكسل في الصورة رقما يتعلق بلون الصورة;د
5;اختبار لاحق;1;تعد [ ] أحد المصادر الرئيسة التي تعتمد عليها الشركات التقنية في جمع المعلومات الشخصية.;أ: الملصقات، ب: الفحوصات البدنية، ج: وسائل التواصل الاجتماعي، د: المنشورات الورقية;ج
5;اختبار لاحق;2;أزيلت عشرة ملايين صورة لمشاهير سبق أن شاركتها [ ] بعد تلقي طلب بالحذف.;أ: ديب مايند، ب: مايكروسوفت، ج: ميتا، د: آبل;ب
5;اختبار لاحق;3;أي مما يلي صحيح؟;"أ: ينبغي للباحثين جمع بيانات المستخدمين بموافقتهم؛ حتى لو كانت عملية الجمع لا تلحق ضررا بالمستخدمين، ب: يمكن للشركات التقنية جمع المعلومات الصحية الشخصية دون موافقة؛ بشرط ضمان عدم نشر تلك المعلومات للعامة، ج: يمكننا استخدام الصور المنشورة في وسائل التواصل الاجتماعي مباشرة لأغراض غير تجارية مثل الأغراض البحثية، د: لا يمكننا جمع إلا قدر محدود جدا من المعلومات الصحية الشخصية إذا لم نحصل على الموافقة.";أ
5;اختبار لاحق;4;يرفع بوب صورة له ضمن حشد من الناس على إحدى منصات التواصل الاجتماعي. تم تحميل هذه الصورة بعد ذلك وتخزينها في خادم عن بعد، لكن بوب قلق من أن هذا قد ينتهك خصوصية الأشخاص الظاهرين في الخلفية. أي من الخيارات التالية يصف قلق بوب بشكل أفضل؟;أ: بقاء البيانات لفترة طويلة، ب: إعادة استخدام البيانات لغرض مختلف، ج: تسرب بيانات لأشخاص آخرين غير المقصودين، د: استنتاج معلومات حساسة من بيانات غير حساسة;ج
5;اختبار لاحق;5;يرغب توم في البحث عبر الإنترنت للحصول على مقترحات دوائية لخفض الحمى. ما نوع مشكلة الخصوصية التي قد تحدث في هذا الموقف؟;أ: بقاء البيانات لفترة طويلة، ب: إعادة استخدام البيانات لغرض مختلف، ج: تسرب بيانات لأشخاص آخرين غير المقصودين، د: استنتاج معلومات حساسة من بيانات غير حساسة;د
5;اختبار لاحق;6;قام جاك برفع بياناته الشخصية إلى أحد المواقع بغرض التسجيل، ولكن هذه البيانات ظلت مخزنة في الموقع لعدة سنوات. ما نوع مشكلة الخصوصية التي قد تحدث في هذا السيناريو؟;أ: بقاء البيانات لفترة طويلة، ب: إعادة استخدام البيانات لغرض مختلف، ج: تسرب بيانات لأشخاص آخرين غير المقصودين، د: استنتاج معلومات حساسة من بيانات غير حساسة;أ
5;اختبار لاحق;7;وقع توم على نموذج موافقة في دراسة هدفت إلى استخدام بياناته لتدريب نموذج للتعرف على الأنشطة البشرية، لكن بياناته استخدمت لاحقا في أبحاث طبية أخرى دون إبلاغه. ما نوع مشكلة الخصوصية التي قد تحدث هنا؟;أ: بقاء البيانات لفترة طويلة، ب: إعادة استخدام البيانات لغرض مختلف، ج: تسرب بيانات لأشخاص آخرين غير المقصودين، د: استنتاج معلومات حساسة من بيانات غير حساسة;ب
5;اختبار لاحق;8;في التشفير متماثل العمليات، يمكن إجراء الحساب مباشرة على البيانات المشفرة، ويكون الناتج بعد فك التشفير [ ].;أ: مماثلا، ب: مشابها، ج: مختلفا في معظم الحالات، د: مختلفا تماما;أ
5;اختبار لاحق;9;"يرغب والد توم في معرفة نتيجة اختبار توم. أي الخيارات التالية يحمي خصوصية توم باستخدام طريقة الخصوصية التفاضلية؟ (1) يخبر المعلم والد توم بمتوسط درجات جميع الطلاب فقط، (2) يخبر المعلم والد توم بأن نطاق الدرجات بين 80 و90 لجميع الطلاب الذين يحملون اسم ""توم""، (3) يخبر المعلم والد توم بالدرجة المشفرة لاختبار توم، (4) لا يخبر المعلم والد توم بدرجة توم إطلاقا";أ: (1)(2)، ب: (1)(3)، ج: (1)(2)(3)، د: (1)(2)(3)(4);أ
5;اختبار لاحق;10;"نفترض أننا نستخدم شفرة القيصر للتشفير، حيث يستبدل كل حرف بحرف يزاح ثلاث خطوات إلى الأمام، أي أن أ، ب، ت، …، و، ي تصبح ث، ج، ح، …، ب، ت. فإذا كانت البيانات الخام في جهازنا هي ""عالم""، فما البيانات المشفرة التي سيتلقاها الحاسوب عن بعد؟";أ: غبمن، ب: قثهو، ج: فتنه، د: عالم;ب
5;اختبار لاحق;11;نفترض أننا نشفر كلمة ما عن طريق ضربها في 2. فعلى سبيل المثال، يشفر العدد 123 ليصبح 246. أي من العمليات الرياضية التالية تمتلك خاصية التماثل في هذا التشفير؟;أ: الجمع، ب: الضرب، ج: كلا العمليتين، د: لا شيء مما سبق;ج
5;اختبار لاحق;12;أي مما يلي خاطئ؟;أ: تحمي الخصوصية التفاضلية خصوصية المستخدم عبر إضافة قدر من الضوضاء إلى النتائج بحيث لا يتمكن الآخرون من استخراج معلومات محددة، ب: يعمل التشفير على حماية البيانات الشخصية عبر تحويلها إلى صيغة مشفرة خلال عملية النقل، ج: يمكن تطبيق الخصوصية التفاضلية في نقل البيانات البعيدة كما يحدث في التشفير، د: كل من الخصوصية التفاضلية والتشفير قادران على حماية خصوصية المستخدم;ج